year,bill_number,title,primary_sponsors,party,district,status,last_action,chamber,upcoming_hearings,past_hearings,state_bill_link
2025,HB1213,"To Amend The Arkansas Athletic Trainers Act; To Clarify The Definition Of ""athlete""; And To Define ""healthcare Provider"" Regarding Student Athlete Concussion Education.",Brandon Achor,R,HD-071,REPORTED CORRECTLY ENGROSSED,2025-02-13 - REPORTED CORRECTLY ENGROSSED,House,,"2025-01-23 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC HEALTH, WELFARE AND LABOR COMMITTEE- HOUSE",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1213.pdf
2025,HB1214,To Amend The Definition Of Primary Instructor Within The Long-term Care Aide Training Act.,Mary Bentley,R,HD-054,Correctly enrolled and ordered transmitted to the Governor's Office.,2025-02-13 - Correctly enrolled and ordered transmitted to the Governor's Office.,House,,"2025-01-23 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC HEALTH, WELFARE AND LABOR COMMITTEE- HOUSE; 2025-01-28 00:00:00 - returned by the Committee - Returned by the Committee Do Pass; 2025-01-29 00:00:00 - read first time, rules suspended, read second time, referred to public health, welfare and labor Committee - Read first time, rules suspended, read second time, referred to PUBLIC HEALTH, WELFARE AND LABOR COMMITTEE - SENATE; 2025-02-10 00:00:00 - returned by the Committee - Returned by the Committee, with the recommendation that it Do Pass",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1214.pdf
2025,HB1215,"To Authorize A Coach Or Athletics Personnel Member Of The Opposite Sex To Address, Supervise, Or Treat Student Athletes In A Multiple Occupancy Restroom Or Changing Area Under Certain Conditions.",Mary Bentley,R,HD-054,"Returned from Senate as passed, as amended # 1","2025-02-13 - Returned from Senate as passed, as amended # 1",House,,"2025-01-23 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on EDUCATION COMMITTEE- HOUSE; 2025-02-04 00:00:00 - returned by the Committee - Returned by the Committee with the recommendation that it do pass as amended 1; 2025-02-06 00:00:00 - read first time, rules suspended, read second time, referred to education Committee - Read first time, rules suspended, read second time, referred to EDUCATION COMMITTEE - SENATE; 2025-02-10 00:00:00 - returned by the Committee - Returned by the Committee, with the recommendation that it Do Pass",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1215.pdf
2025,HB1216,"To Create The Free Market Zones Act; And To Exempt A Business Located In An Opportunity Zone From The Income Tax, The Corporate Franchise Tax, And The Elective Pass-through Entity Tax.",Wayne Long,R,HD-039,"Read the first time, rules suspended, read the second time and referred to the Committee on REVENUE & TAXATION- HOUSE","2025-01-23 - Read the first time, rules suspended, read the second time and referred to the Committee on REVENUE & TAXATION- HOUSE",House,,"2025-01-23 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on REVENUE & TAXATION- HOUSE",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1216.pdf
2025,HB1217,To Establish The Interstate Massage Compact In Arkansas.,Jason Nazarenko,R,HD-004,REPORTED CORRECTLY ENGROSSED,2025-02-13 - REPORTED CORRECTLY ENGROSSED,House,,"2025-01-27 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC HEALTH, WELFARE AND LABOR COMMITTEE- HOUSE",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1217.pdf
2025,HB1218,To Create Licensure For Therapeutic Recreation Specialists; And To Create The Therapeutic Recreation Practice Act.,Julie Mayberry,R,HD-092,"Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC HEALTH, WELFARE AND LABOR COMMITTEE- HOUSE","2025-01-27 - Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC HEALTH, WELFARE AND LABOR COMMITTEE- HOUSE",House,,"2025-01-27 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC HEALTH, WELFARE AND LABOR COMMITTEE- HOUSE",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1218.pdf
2025,HB1219,To Require Law Enforcement Agencies And Public Entities That Employ Law Enforcement Officers To Provide Body-worn Cameras; And To Require The Recording Of Law Enforcement Interaction With The Public.,Scott Richardson,R,HD-013,WITHDRAWN BY AUTHOR,2025-02-06 - WITHDRAWN BY AUTHOR,House,,"2025-01-27 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on JUDICIARY COMMITTEE- HOUSE",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1219.pdf
2025,HB1220,To Amend The Membership Of The Arkansas Natural And Cultural Resources Council.,Tracy Steele,D,HD-072,Correctly enrolled and ordered transmitted to the Governor's Office.,2025-02-13 - Correctly enrolled and ordered transmitted to the Governor's Office.,House,,"2025-01-27 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on AGRICULTURE, FORESTRY & ECONOMIC DEVELOPMENT- HOUSE; 2025-01-29 00:00:00 - returned by the Committee - Returned by the Committee Do Pass; 2025-02-04 00:00:00 - Read first time, rules suspended, read second time, referred to AGRICULTURE, FORESTRY & ECONOMIC DEVELOPMENT - SENATE; 2025-02-06 00:00:00 - returned by the Committee - Returned by the Committee with the recommendation that it Do Pass as amended, Amendment # 1",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1220.pdf
2025,HB1221,"To Amend Arkansas Law Concerning Initiatives, Referenda, And Constitutional Amendments; And To Declare An Emergency.",David Ray,R,HD-069,"Returned by the Committee, with the recommendation that it Do Pass","2025-02-13 - Returned by the Committee, with the recommendation that it Do Pass",House,,"2025-01-27 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on STATE AGENCIES & GOVT'L AFFAIRS- HOUSE; 2025-02-05 00:00:00 - returned by the Committee - Returned by the Committee Do Pass; 2025-02-06 00:00:00 - Read first time, rules suspended, read second time, referred to STATE AGENCIES & GOVT'L AFFAIRS-SENATE; 2025-02-13 00:00:00 - returned by the Committee - Returned by the Committee, with the recommendation that it Do Pass",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1221.pdf
2025,HB1222,To Require The Attorney General To Review Ballot Titles For Conflicts With The United States Constitution And Federal Statutes; And To Prohibit The Submission Of Conflicting Initiative Petitions And Referendum Petitions.,David Ray,R,HD-069,"Returned by the Committee, with the recommendation that it Do Pass","2025-02-13 - Returned by the Committee, with the recommendation that it Do Pass",House,,"2025-01-27 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on STATE AGENCIES & GOVT'L AFFAIRS- HOUSE; 2025-02-05 00:00:00 - returned by the Committee - Returned by the Committee with the recommendation that it do pass as amended 1; 2025-02-10 00:00:00 - Read first time, rules suspended, read second time, referred to STATE AGENCIES & GOVT'L AFFAIRS-SENATE; 2025-02-13 00:00:00 - returned by the Committee - Returned by the Committee, with the recommendation that it Do Pass",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1222.pdf
2025,HB1223,To Allow A Candidate For The Office Of Justice Of The Supreme Court Or Judge Of The Court Of Appeals Who Is Serving In That Position As An Appointee To Use The Title Of That Position As A Prefix On The Ballot.,David Ray,R,HD-069,"Returned by the Committee, with the recommendation that it Do Pass","2025-02-13 - Returned by the Committee, with the recommendation that it Do Pass",House,,"2025-01-27 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on STATE AGENCIES & GOVT'L AFFAIRS- HOUSE; 2025-02-05 00:00:00 - returned by the Committee - Returned by the Committee Do Pass; 2025-02-06 00:00:00 - Read first time, rules suspended, read second time, referred to STATE AGENCIES & GOVT'L AFFAIRS-SENATE; 2025-02-13 00:00:00 - returned by the Committee - Returned by the Committee, with the recommendation that it Do Pass",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1223.pdf
2025,HB1224,To Amend The Automatic Occupational Licensure For Out-of-state Licensure Act; And To Apply The Automatic Occupational Licensure For Out-of-state Licensure Act To Massage Therapists.,Jason Nazarenko,R,HD-004,"Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC HEALTH, WELFARE AND LABOR COMMITTEE- HOUSE","2025-01-27 - Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC HEALTH, WELFARE AND LABOR COMMITTEE- HOUSE",House,,"2025-01-27 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC HEALTH, WELFARE AND LABOR COMMITTEE- HOUSE",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1224.pdf
2025,HB1225,An Act For The Black River Technical College Appropriation For The 2025-2026 Fiscal Year.,Joint Budget Committee,,,Notification that HB1225 is now Act 30,2025-02-11 - Notification that HB1225 is now Act 30,House,,"2025-01-27 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on JOINT BUDGET COMMITTEE; 2025-02-04 00:00:00 - returned by the Committee - Returned by the Committee Do Pass; 2025-02-05 00:00:00 - considered in the Committee - Considered in the Committee of the Whole, and recommended do pass.",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1225.pdf
2025,HB1226,An Act For The Arkansas State University - Mountain Home Appropriation For The 2025-2026 Fiscal Year.,Joint Budget Committee,,,Notification that HB1226 is now Act 32,2025-02-11 - Notification that HB1226 is now Act 32,House,,"2025-01-27 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on JOINT BUDGET COMMITTEE; 2025-02-04 00:00:00 - returned by the Committee - Returned by the Committee Do Pass; 2025-02-05 00:00:00 - considered in the Committee - Considered in the Committee of the Whole, and recommended do pass.",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1226.pdf
2025,HB1227,An Act For The University Of Arkansas - Pulaski Technical College Appropriation For The 2025-2026 Fiscal Year.,Joint Budget Committee,,,Notification that HB1227 is now Act 31,2025-02-11 - Notification that HB1227 is now Act 31,House,,"2025-01-27 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on JOINT BUDGET COMMITTEE; 2025-02-04 00:00:00 - returned by the Committee - Returned by the Committee Do Pass; 2025-02-05 00:00:00 - considered in the Committee - Considered in the Committee of the Whole, and recommended do pass.",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1227.pdf
2025,HB1228,An Act For The Northwest Arkansas Community College Appropriation For The 2025-2026 Fiscal Year.,Joint Budget Committee,,,Notification that HB1228 is now Act 33,2025-02-11 - Notification that HB1228 is now Act 33,House,,"2025-01-27 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on JOINT BUDGET COMMITTEE; 2025-02-04 00:00:00 - returned by the Committee - Returned by the Committee Do Pass; 2025-02-05 00:00:00 - considered in the Committee - Considered in the Committee of the Whole, and recommended do pass.",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1228.pdf
2025,HB1229,An Act For The Ozarka College Appropriation For The 2025-2026 Fiscal Year.,Joint Budget Committee,,,Notification that HB1229 is now Act 35,2025-02-11 - Notification that HB1229 is now Act 35,House,,"2025-01-27 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on JOINT BUDGET COMMITTEE; 2025-02-04 00:00:00 - returned by the Committee - Returned by the Committee Do Pass; 2025-02-05 00:00:00 - considered in the Committee - Considered in the Committee of the Whole, and recommended do pass.",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1229.pdf
2025,HB1230,An Act For The North Arkansas College Appropriation For The 2025-2026 Fiscal Year.,Joint Budget Committee,,,Notification that HB1230 is now Act 37,2025-02-11 - Notification that HB1230 is now Act 37,House,,"2025-01-27 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on JOINT BUDGET COMMITTEE; 2025-02-04 00:00:00 - returned by the Committee - Returned by the Committee Do Pass; 2025-02-05 00:00:00 - considered in the Committee - Considered in the Committee of the Whole, and recommended do pass.",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1230.pdf
2025,HB1231,An Act For The Phillips Community College Of The University Of Arkansas Appropriation For The 2025-2026 Fiscal Year.,Joint Budget Committee,,,Notification that HB1231 is now Act 38,2025-02-11 - Notification that HB1231 is now Act 38,House,,"2025-01-27 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on JOINT BUDGET COMMITTEE; 2025-02-04 00:00:00 - returned by the Committee - Returned by the Committee Do Pass; 2025-02-05 00:00:00 - considered in the Committee - Considered in the Committee of the Whole, and recommended do pass.",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1231.pdf
2025,HB1232,An Act For The Department Of The Military Appropriation For The 2025-2026 Fiscal Year.,Joint Budget Committee,,,"Read the first time, rules suspended, read the second time and referred to the Committee on JOINT BUDGET COMMITTEE","2025-01-27 - Read the first time, rules suspended, read the second time and referred to the Committee on JOINT BUDGET COMMITTEE",House,,"2025-01-27 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on JOINT BUDGET COMMITTEE",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1232.pdf
2025,HB1233,An Act For The Arkansas Northeastern College Appropriation For The 2025-2026 Fiscal Year.,Joint Budget Committee,,,Notification that HB1233 is now Act 39,2025-02-11 - Notification that HB1233 is now Act 39,House,,"2025-01-27 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on JOINT BUDGET COMMITTEE; 2025-02-04 00:00:00 - returned by the Committee - Returned by the Committee Do Pass; 2025-02-05 00:00:00 - considered in the Committee - Considered in the Committee of the Whole, and recommended do pass.",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1233.pdf
2025,HB1234,An Act For The University Of Arkansas Community College At Hope-texarkana Appropriation For The 2025-2026 Fiscal Year.,Joint Budget Committee,,,Notification that HB1234 is now Act 36,2025-02-11 - Notification that HB1234 is now Act 36,House,,"2025-01-27 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on JOINT BUDGET COMMITTEE; 2025-02-04 00:00:00 - returned by the Committee - Returned by the Committee Do Pass; 2025-02-05 00:00:00 - considered in the Committee - Considered in the Committee of the Whole, and recommended do pass.",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1234.pdf
2025,HB1235,An Act For The University Of Arkansas East Arkansas Community College Appropriation For The 2025-2026 Fiscal Year.,Joint Budget Committee,,,Returned by the Committee Do Pass,2025-02-13 - Returned by the Committee Do Pass,House,,"2025-01-27 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on JOINT BUDGET COMMITTEE; 2025-02-13 00:00:00 - returned by the Committee - Returned by the Committee Do Pass",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1235.pdf
2025,HB1236,To Allow A Public School Employee To Be Released From His Or Her Contract By A Certain Date Upon His Or Her Written Request; And To Declare An Emergency.,Joey Carr,R,HD-034,Correctly enrolled and ordered transmitted to the Governor's Office.,2025-02-11 - Correctly enrolled and ordered transmitted to the Governor's Office.,House,,"2025-01-27 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on EDUCATION COMMITTEE- HOUSE; 2025-02-04 00:00:00 - returned by the Committee - Returned by the Committee Do Pass; 2025-02-05 00:00:00 - read first time, rules suspended, read second time, referred to education Committee - Read first time, rules suspended, read second time, referred to EDUCATION COMMITTEE - SENATE; 2025-02-10 00:00:00 - returned by the Committee - Returned by the Committee, with the recommendation that it Do Pass",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1236.pdf
2025,HB1237,To Prohibit Medical Professionals From Soliciting Injured Individuals; And To Set Penalties For A Violation Of The Prohibition Of Solicitation Of Injured Individuals.,Jay Richardson,D,HD-049,Read the third time and failed.,2025-01-30 - Read the third time and failed.,House,,"2025-01-27 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on INSURANCE & COMMERCE- HOUSE; 2025-01-29 00:00:00 - returned by the Committee - Returned by the Committee Do Pass",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1237.pdf
2025,HB1238,To Authorize A Mortgagor To Recover Fees In Certain Circumstances Under The Statutory Foreclosure Law.,Frances Cavenaugh,R,HD-030,"Read first time, rules suspended, read second time, referred to INSURANCE & COMMERCE - SENATE","2025-01-30 - Read first time, rules suspended, read second time, referred to INSURANCE & COMMERCE - SENATE",House,,"2025-01-27 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on INSURANCE & COMMERCE- HOUSE; 2025-01-29 00:00:00 - returned by the Committee - Returned by the Committee Do Pass; 2025-01-30 00:00:00 - Read first time, rules suspended, read second time, referred to INSURANCE & COMMERCE - SENATE",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1238.pdf
2025,HB1239,To Amend The Public School Funding Act Of 2003; And To Add An Additional Category Of Funding For Special Education Funding.,Andrew Collins,D,HD-073,"Read the first time, rules suspended, read the second time and referred to the Committee on EDUCATION COMMITTEE- HOUSE","2025-01-27 - Read the first time, rules suspended, read the second time and referred to the Committee on EDUCATION COMMITTEE- HOUSE",House,,"2025-01-27 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on EDUCATION COMMITTEE- HOUSE",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1239.pdf
2025,HB1240,To Expand Eligibility For Coverage Under The State And Public School Life And Health Insurance Program To Certain Volunteer Firefighters.,Wade Andrews,R,HD-098,"Read the first time, rules suspended, read the second time and referred to the Committee on INSURANCE & COMMERCE- HOUSE","2025-01-27 - Read the first time, rules suspended, read the second time and referred to the Committee on INSURANCE & COMMERCE- HOUSE",House,,"2025-01-27 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on INSURANCE & COMMERCE- HOUSE",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1240.pdf
2025,HB1241,To Ensure That The Arkansas Medicaid Program Reimburses For Dental And Anesthesia Costs For High Complexity Oral Health Care.,Julie Mayberry,R,HD-092,REPORTED CORRECTLY ENGROSSED,2025-02-10 - REPORTED CORRECTLY ENGROSSED,House,,"2025-01-27 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC HEALTH, WELFARE AND LABOR COMMITTEE- HOUSE",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1241.pdf
2025,HB1242,To Amend The Mechanism By Which School Nurses Are Compensated.,Julie Mayberry,R,HD-092,"Read the first time, rules suspended, read the second time and referred to the Committee on EDUCATION COMMITTEE- HOUSE","2025-01-27 - Read the first time, rules suspended, read the second time and referred to the Committee on EDUCATION COMMITTEE- HOUSE",House,,"2025-01-27 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on EDUCATION COMMITTEE- HOUSE",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1242.pdf
2025,HB1243,To Increase Transparency Regarding Campaign Contributions And Expenditures; To Amend Campaign Finance Reporting And Protect Election Integrity; And To Amend Portions Of Initiated Act 1 Of 1996.,Kendon Underwood,R,HD-016,REPORTED CORRECTLY ENGROSSED,2025-02-04 - REPORTED CORRECTLY ENGROSSED,House,,"2025-01-27 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on STATE AGENCIES & GOVT'L AFFAIRS- HOUSE",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1243.pdf
2025,HB1244,To Amend The Requirements To Obtain A Certificate Of Full Independent Practice Authority By A Certified Nurse Practitioner Or Clinical Nurse Specialist.,Karilyn Brown,R,HD-067,"Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC HEALTH, WELFARE AND LABOR COMMITTEE- HOUSE","2025-01-27 - Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC HEALTH, WELFARE AND LABOR COMMITTEE- HOUSE",House,,"2025-01-27 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC HEALTH, WELFARE AND LABOR COMMITTEE- HOUSE",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1244.pdf
2025,HB1245,To Create The Arkansas Behavior Analyst Registration Act.,Nicole Clowney,D,HD-021,"Re-referred to PUBLIC HEALTH, WELFARE AND LABOR COMMITTEE - SENATE","2025-02-13 - Re-referred to PUBLIC HEALTH, WELFARE AND LABOR COMMITTEE - SENATE",House,,"2025-01-27 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC HEALTH, WELFARE AND LABOR COMMITTEE- HOUSE; 2025-02-04 00:00:00 - returned by the Committee - Returned by the Committee Do Pass; 2025-02-05 00:00:00 - read first time, rules suspended, read second time, referred to public health, welfare and labor Committee - Read first time, rules suspended, read second time, referred to PUBLIC HEALTH, WELFARE AND LABOR COMMITTEE - SENATE; 2025-02-13 00:00:00 - re-referred to public health, welfare and labor Committee - Re-referred to PUBLIC HEALTH, WELFARE AND LABOR COMMITTEE - SENATE; 2025-02-13 00:00:00 - withdrawn from Committee - Withdrawn from Committee and placed on 2nd reading for purpose of amendment # 1",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1245.pdf
2025,HB1246,An Act For The University Of Arkansas Community College At Rich Mountain Appropriation For The 2025-2026 Fiscal Year.,Joint Budget Committee,,,"Read the first time, rules suspended, read the second time and referred to the Committee on JOINT BUDGET COMMITTEE","2025-01-27 - Read the first time, rules suspended, read the second time and referred to the Committee on JOINT BUDGET COMMITTEE",House,,"2025-01-27 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on JOINT BUDGET COMMITTEE",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1246.pdf
2025,HB1247,An Act For The Cossatot Community College Of The University Of Arkansas Appropriation For The 2025-2026 Fiscal Year.,Joint Budget Committee,,,Notification that HB1247 is now Act 40,2025-02-11 - Notification that HB1247 is now Act 40,House,,"2025-01-27 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on JOINT BUDGET COMMITTEE; 2025-02-04 00:00:00 - returned by the Committee - Returned by the Committee Do Pass; 2025-02-05 00:00:00 - considered in the Committee - Considered in the Committee of the Whole, and recommended do pass.",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1247.pdf
2025,HB1248,An Act For The Arkansas State University - Mid-south Appropriation For The 2025-2026 Fiscal Year.,Joint Budget Committee,,,Notification that HB1248 is now Act 41,2025-02-11 - Notification that HB1248 is now Act 41,House,,"2025-01-27 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on JOINT BUDGET COMMITTEE; 2025-02-04 00:00:00 - returned by the Committee - Returned by the Committee Do Pass; 2025-02-05 00:00:00 - considered in the Committee - Considered in the Committee of the Whole, and recommended do pass.",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1248.pdf
2025,HB1249,An Act For The National Park College Appropriation For The 2025-2026 Fiscal Year.,Joint Budget Committee,,,Notification that HB1249 is now Act 42,2025-02-11 - Notification that HB1249 is now Act 42,House,,"2025-01-27 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on JOINT BUDGET COMMITTEE; 2025-02-04 00:00:00 - returned by the Committee - Returned by the Committee Do Pass; 2025-02-05 00:00:00 - considered in the Committee - Considered in the Committee of the Whole, and recommended do pass.",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1249.pdf
2025,HB1250,To Create A Sales Tax Holiday For Disaster-preparedness Supplies To Encourage Disaster-preparedness.,Matt Duffield,R,HD-053,"Read the first time, rules suspended, read the second time and referred to the Committee on REVENUE & TAXATION- HOUSE","2025-01-27 - Read the first time, rules suspended, read the second time and referred to the Committee on REVENUE & TAXATION- HOUSE",House,,"2025-01-27 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on REVENUE & TAXATION- HOUSE",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1250.pdf
2025,HB1251,To Establish The Arkansas Anesthesiologist Assistant Act; And To Provide For Licensure Of Anesthesiologist Assistants.,Lee Johnson,R,HD-047,REPORTED CORRECTLY ENGROSSED,2025-02-13 - REPORTED CORRECTLY ENGROSSED,House,,"2025-01-27 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC HEALTH, WELFARE AND LABOR COMMITTEE- HOUSE",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1251.pdf
2025,HB1252,To Establish The Certified Community-based Doula Certification Act; And To Certify Birth And Postpartum Doulas In This State To Improve Maternal And Infant Outcomes.,Lee Johnson,R,HD-047,REPORTED CORRECTLY ENGROSSED,2025-02-13 - REPORTED CORRECTLY ENGROSSED,House,,"2025-01-27 00:00:00 - read the first time, rules suspended, read the second time and referred to the Committee - Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC HEALTH, WELFARE AND LABOR COMMITTEE- HOUSE",https://arkleg.state.ar.us/Home/FTPDocument?path=%2FBills%2F2025R%2FPublic%2FHB1252.pdf
